Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Maximo_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
abba,5,27,2521100877,[^aton][tu],[^anot][tu],139,210,16,1,31279,300000,4757,33258,false
prime,5,4,9724161943,^x?xx$,^x?xx$,24,300,2,0,700,400000,357,18592,false
aman-aplan,5,18,4323456912,^[^pmny]*[no]*$,^[^mnpy]*[no]*$,145,190,16,0,246411,300000,37372,45361,false
backrefs,5,26,7659837985,^[^wcng][d-u][c-t],^[^cgnw][d-u][c-t],112,210,15,2,577677,600000,76797,79699,false
prime,5,5,4037724866,[^x],x,-4,300,0,0,146,400000,131,18318,false
abba,5,28,8801535107,[^aton][tu],[^anot][tu],139,210,16,1,35896,300000,5303,40682,false
prime,5,6,8370032799,^xx$,^xx$,11,300,1,0,618,400000,327,18355,false
aman-aplan,5,19,8361101999,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,15574,300000,3274,40945,false
prime,5,7,2767986875,^x?xx$,^x?xx$,24,300,2,0,628,400000,334,18943,false
abba,5,29,9651599436,[^ntoa][tu],[^anot][tu],139,210,16,1,141776,300000,19952,37561,false
prime,5,8,3141506592,[^x],x,-4,300,0,0,146,400000,186,18125,false
backrefs,5,27,2521100877,[^gr][tgmu][d-s]{2},[^gr][gmtu][d-s]{2},131,210,16,1,40239,600000,6432,73704,false
aman-aplan,5,20,9935136846,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,53121,300000,6965,36034,false
prime,5,9,3313543896,^x?xx\b,^x?xx\b,23,300,2,0,195,400000,157,18318,false
abba,5,1,2967301147,[^aton][tu],[^anot][tu],139,210,16,1,45883,400000,6664,48136,false
prime,5,10,8657690939,[^x],x,-4,300,0,0,75,400000,134,18783,false
aman-aplan,5,21,5217407358,\b[^shl]+$,\b[^hls]+$,120,190,15,2,190462,300000,24380,40589,false
prime,5,11,9696640194,^x?xx$,^x?xx$,24,300,2,0,109,400000,98,17976,false
abba,5,1,5600405384,[^aton][tu],[^anot][tu],139,210,16,1,14039,400000,2976,48241,false
prime,5,12,6621545651,^x?xx$,^x?xx$,24,300,2,0,3914,400000,1109,19068,false
aman-aplan,5,22,5619256299,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,76761,300000,12126,39042,false
backrefs,5,28,8801535107,[a-u][a-l].[m-r][^gz],[a-u][a-l].[m-r][^gz],129,210,18,3,199053,600000,33454,90332,false
prime,5,13,2492462788,^xx?.$,^xx?.$,24,300,2,0,909,400000,533,19112,false
abba,5,2,1632819610,[^ntoa][tu],[^anot][tu],139,210,16,1,38142,400000,5891,48712,false
aman-aplan,5,23,4560422870,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,73593,300000,12134,39205,false
prime,5,14,3404588599,^x?xx$,^x?xx$,24,300,2,0,180,400000,182,19297,false
prime,5,15,2330977742,^x?xx$,^x?xx$,24,300,2,0,732,400000,361,18654,false
aman-aplan,5,24,5236888092,^.[a-o][^mn]*[^ye]$,^.[a-o][^mn]*[^ey]$,151,190,17,0,190787,300000,25144,39433,false
backrefs,5,29,9651599436,[e-h][bc]?[e-u][a-t].[l-y],[e-h][bc]?[e-u][a-t].[l-y],124,210,15,0,339294,600000,48367,79644,false
prime,5,16,6361187489,[^x],x,-4,300,0,0,113,400000,123,18328,false
abba,5,3,1412034944,[p-y].[d-l][^lrfs],[p-y].[d-l][^flrs],142,210,17,1,57790,400000,9219,52474,false
prime,5,17,2805026820,^x?xx$,^x?xx$,24,300,2,0,88,400000,90,18406,false
aman-aplan,5,25,1337360711,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,86692,300000,13769,39670,false
four,5,1,2967301147,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,289686,300000,36251,37717,false
prime,5,18,4323456912,^xx?x$,^xx?x$,24,300,2,0,1784,400000,716,19439,false
abba,5,4,9724161943,[^ntoa][tu],[^anot][tu],139,210,16,1,50241,400000,8080,52086,false
prime,5,19,8361101999,^xx$,^xx$,11,300,1,0,47,400000,99,18572,false
aman-aplan,5,26,7659837985,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,22776,300000,3712,40080,false
four,5,1,5600405384,[M-s]{2}[i-o][l-r][b-o],[M-s]{2}[i-o][l-r][b-o],137,210,16,0,184627,300000,25356,41546,false
prime,5,20,9935136846,^x?.x$,^x?.x$,24,300,2,0,1204,400000,514,19283,false
abba,5,5,4037724866,[^aton][tu],[^anot][tu],139,210,16,1,15485,400000,3074,46003,false
aman-aplan,5,27,2521100877,[k-x][^r].$,[k-x]r.$,119,190,15,2,234459,300000,28848,36025,false
prime,5,21,5217407358,[^x],x,-4,300,0,0,175,400000,164,17574,false
four,5,2,1632819610,[no][d-r][n-r],[no][d-r][n-r],136,210,16,1,227226,300000,32938,41942,false
prime,5,22,5619256299,[^x],x,-4,300,0,0,182,400000,175,18438,false
aman-aplan,5,28,8801535107,^[e-r]*.[a-l]*.[^sn].$,^[e-r]*.[a-l]*.[^ns].$,138,190,16,0,262794,300000,34751,40463,false
abba,5,6,8370032799,[^aton][tu],[^anot][tu],139,210,16,1,69119,400000,9568,49446,false
prime,5,23,4560422870,\W,\W,-2,300,0,0,262,400000,168,18617,false
four,5,3,1412034944,[^u][f-r][M-p][o-r],u[f-r][M-p][o-r],151,210,18,1,25499,300000,4497,39129,false
prime,5,24,5236888092,^x?xx$,^x?xx$,24,300,2,0,109,400000,100,18587,false
aman-aplan,5,29,9651599436,[k-x][^r].$,[k-x]r.$,119,190,15,2,169291,300000,25549,42412,false
prime,5,25,1337360711,[^x],x,-4,300,0,0,148,400000,133,18091,false
four,5,4,9724161943,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,148826,300000,20135,40154,false
abba,5,7,2767986875,^[^ocg]+[b-s]*[tu],^[^cgo]+[b-s]*[tu],152,210,18,1,65222,400000,10357,54569,false
prime,5,26,7659837985,^x?xx$,^x?xx$,24,300,2,0,572,400000,321,19171,false
prime,5,27,2521100877,^xx$,^xx$,11,300,1,0,0,400000,5,18147,false
four,5,5,4037724866,l*[d-t][i-o][f-r][m-t],l*[d-t][i-o][f-r][m-t],138,210,16,0,28832,300000,5638,38483,false
aman-aplan,5,1,2967301147,^[^npmy]*$,^[^mnpy]*$,140,190,15,0,284804,400000,38901,53751,false
abba,5,8,3141506592,[^aton][tu],[^anot][tu],139,210,16,1,22412,400000,3581,50452,false
prime,5,28,8801535107,^xx$,^xx$,11,300,1,0,0,400000,10,18940,false
four,5,6,8370032799,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,211095,300000,28095,38694,false
prime,5,29,9651599436,^x?xx$,^x?xx$,24,300,2,0,123,400000,111,19131,false
aman-aplan,5,1,5600405384,^[^uphn]*[^y]\b,^[^hnpu]*y\b,125,190,14,0,273563,400000,36030,52209,false
abba,5,9,3313543896,[^aton][tu],[^anot][tu],139,210,16,1,49613,400000,8226,50211,false
prime,5,1,2967301147,^x{5}$,^x{5}$,9,300,1,0,273,500000,195,22003,false
four,5,7,2767986875,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,93629,300000,12431,40076,false
prime,5,1,5600405384,^xx$,^xx$,11,300,1,0,341,500000,227,22253,false
aman-aplan,5,2,1632819610,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,63827,400000,8627,53579,false
prime,5,2,1632819610,[^x],x,-4,300,0,0,124,500000,146,21818,false
abba,5,10,8657690939,[^ntoa][tu],[^anot][tu],139,210,16,1,43258,400000,7078,54761,false
four,5,8,3141506592,.[no].[n-r].*,.[no].[n-r].*,137,210,16,1,243443,300000,33849,43111,false
prime,5,3,1412034944,[^x],x,-4,300,0,0,127,500000,130,21987,false
four,5,9,3313543896,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,60228,300000,8663,37370,false
aman-aplan,5,3,1412034944,^[^lsy]*$,^[^lsy]*$,121,190,15,2,382290,400000,48144,50902,false
abba,5,11,9696640194,[^aton][tu],[^anot][tu],139,210,16,1,12075,400000,2840,46869,false
prime,5,4,9724161943,^x?xx$,^x?xx$,24,300,2,0,700,500000,368,23743,false
prime,5,5,4037724866,[^x],x,-4,300,0,0,146,500000,126,21787,false
four,5,10,8657690939,^[c-t]*.[j-v].[no],^[c-t]*.[j-v].[no],142,210,16,0,254101,300000,37841,44211,false
aman-aplan,5,4,9724161943,^[^pnmy]*$,^[^mnpy]*$,140,190,15,0,162602,400000,22660,53890,false
abba,5,12,6621545651,[^onta][tu],[^anot][tu],139,210,16,1,155744,400000,20368,49296,false
prime,5,6,8370032799,^xx$,^xx$,11,300,1,0,618,500000,431,23402,false
prime,5,7,2767986875,^x?xx$,^x?xx$,24,300,2,0,628,500000,326,22589,false
four,5,11,9696640194,[M-o]{2}[f-v].[f-o],[M-o]{2}[f-v].[f-o],151,210,20,3,145324,300000,24459,46108,false
abba,5,13,2492462788,[^otan][tu],[^anot][tu],139,210,16,1,57694,400000,7892,49338,false
aman-aplan,5,5,4037724866,[^rb][k-x]..$,[^br][k-x]..$,127,190,14,0,377481,400000,50858,54306,false
prime,5,8,3141506592,[^x],x,-4,300,0,0,146,500000,132,22017,false
four,5,12,6621545651,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,245238,300000,33090,40877,false
prime,5,9,3313543896,^x?xx\b,^x?xx\b,23,300,2,0,195,500000,160,21769,false
abba,5,14,3404588599,[b-t][tzhuv],[b-t][hz],148,210,21,5,100201,400000,15123,49682,false
aman-aplan,5,6,8370032799,[a-l][^iua][k-t]*.[^y]$,[a-l][^aiu][k-t]*.y$,147,190,18,1,152512,400000,22384,57393,false
prime,5,10,8657690939,[^x],x,-4,300,0,0,75,500000,100,22105,false
four,5,13,2492462788,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,282450,300000,38358,41134,false
prime,5,11,9696640194,^x?xx$,^x?xx$,24,300,2,0,109,500000,92,22122,false
abba,5,15,2330977742,[f-t][bhu],[f-t][bhu],160,210,17,0,201498,400000,26091,46998,false
four,5,14,3404588599,[M-p][m-t]c*[^u][j-p],[M-p][m-t]c*u[j-p],139,210,17,1,191789,300000,24803,37792,false
aman-aplan,5,7,2767986875,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,48108,400000,7086,49300,false
prime,5,12,6621545651,^x?xx$,^x?xx$,24,300,2,0,3914,500000,1113,22814,false
prime,5,13,2492462788,^xx?.$,^xx?.$,24,300,2,0,909,500000,459,22421,false
abba,5,16,6361187489,[^onat][tu],[^anot][tu],139,210,16,1,220151,400000,26740,46788,false
four,5,15,2330977742,[no][^a][n-r],[no]a[n-r],137,210,16,1,83456,300000,11650,37604,false
aman-aplan,5,8,3141506592,^[h-t][a-o][^mh]*[g-t]$,^[h-t][a-o][^hm]*[g-t]$,127,190,15,0,215236,400000,27498,54038,false
prime,5,14,3404588599,^x?xx$,^x?xx$,24,300,2,0,180,500000,189,22989,false
four,5,16,6361187489,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,63051,300000,9928,42909,false
abba,5,17,2805026820,[^ntoa][tu],[^anot][tu],139,210,16,1,158930,400000,19015,46484,false
prime,5,15,2330977742,^x?xx$,^x?xx$,24,300,2,0,732,500000,363,22240,false
aman-aplan,5,9,3313543896,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,331706,400000,42424,50270,false
prime,5,16,6361187489,[^x],x,-4,300,0,0,113,500000,116,22455,false
four,5,17,2805026820,.[no].[n-r],.[no].[n-r],139,210,16,1,148563,300000,23378,43335,false
abba,5,18,4323456912,[^aton][tu],[^anot][tu],139,210,16,1,22311,400000,4168,53114,false
prime,5,17,2805026820,^x?xx$,^x?xx$,24,300,2,0,88,500000,91,22331,false
prime,5,18,4323456912,^xx?x$,^xx?x$,24,300,2,0,1784,500000,719,22132,false
aman-aplan,5,10,8657690939,^.[d-o]*[^snlom]*.r*$,^.[d-o]*[^s]*.r*$,149,190,18,1,134997,400000,24292,61479,false
four,5,18,4323456912,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,77258,300000,11478,45434,false
abba,5,19,8361101999,[^aton][tu],[^anot][tu],139,210,16,1,14828,400000,3071,48829,false
prime,5,19,8361101999,^xx$,^xx$,11,300,1,0,47,500000,74,22349,false
prime,5,20,9935136846,^x?.x$,^x?.x$,24,300,2,0,1204,500000,509,22375,false
aman-aplan,5,11,9696640194,^[a-t][d-o][^funl],^[a-t][d-o][^flnu],112,190,15,2,331165,400000,40569,48405,false
four,5,19,8361101999,[M-o]..[d-v].[^n][^w]$,[M-o]..[d-v].nw$,188,210,21,0,249641,300000,38348,46826,false
abba,5,20,9935136846,[^onta][tu]g*,[^anot][tu]g*,137,210,16,1,241805,400000,27330,45646,false
prime,5,21,5217407358,[^x],x,-4,300,0,0,175,500000,240,22092,false
four,5,20,9935136846,n*.[M-r][f-r][M-s][o-r],n*.[M-r][f-r][M-s][o-r],157,210,18,0,113829,300000,16361,39928,false
prime,5,22,5619256299,[^x],x,-4,300,0,0,182,500000,217,22054,false
aman-aplan,5,12,6621545651,[k-x]r*[a-o].$,[k-x]r*[a-o].$,116,190,14,1,195511,400000,25869,53109,false
abba,5,21,5217407358,[^aton][tu],[^anot][tu],139,210,16,1,18862,400000,3485,43941,false
prime,5,23,4560422870,\W,\W,-2,300,0,0,262,500000,186,22362,false
four,5,21,5217407358,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,148452,300000,18069,36690,false
prime,5,24,5236888092,^x?xx$,^x?xx$,24,300,2,0,109,500000,97,22199,false
aman-aplan,5,13,2492462788,[k-x][^r].$,[k-x]r.$,119,190,15,2,381669,400000,46321,48502,false
abba,5,22,5619256299,[^aton][tu],[^anot][tu],139,210,16,1,60397,400000,8937,48667,false
four,5,22,5619256299,[M-s]{2}[i-o][l-r][b-o],[M-s]{2}[i-o][l-r][b-o],137,210,16,0,120066,300000,16601,39760,false
prime,5,25,1337360711,[^x],x,-4,300,0,0,148,500000,163,22346,false
prime,5,26,7659837985,^x?xx$,^x?xx$,24,300,2,0,572,500000,279,22344,false
abba,5,23,4560422870,[^aton][tu],[^anot][tu],139,210,16,1,11617,400000,2570,50952,false
four,5,23,4560422870,[i-o][f-r][m-r],[i-o][f-r][m-r],135,210,15,0,62392,300000,9968,42453,false
aman-aplan,5,14,3404588599,^.?[d-o][^ymn]*[^ye]$,^.?[d-o][^mny]*[^ey]$,159,190,18,0,156040,400000,22498,62121,false
prime,5,27,2521100877,^xx$,^xx$,11,300,1,0,0,500000,14,23007,false
four,5,24,5236888092,[i-o][f-r][m-r],[i-o][f-r][m-r],135,210,15,0,12608,300000,2745,41350,false
prime,5,28,8801535107,^xx$,^xx$,11,300,1,0,0,500000,8,22600,false
aman-aplan,5,15,2330977742,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,192734,400000,24911,48390,false
abba,5,24,5236888092,[e-u]..[^sgonk]$,[e-u]..[^gknos]$,154,210,20,3,308595,400000,42444,56208,false
prime,5,29,9651599436,^x?xx$,^x?xx$,24,300,2,0,123,500000,106,23660,false
four,5,25,1337360711,[^th][M-t]l*[f-r][M-o][m-r],[^ht][M-t]l*[f-r][M-o][m-r],153,210,19,1,282804,300000,37323,40457,false
aman-aplan,5,16,6361187489,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,194919,400000,23843,46518,false
abba,5,25,1337360711,[^tnao][tu],[^anot][tu],139,210,16,1,125741,400000,16167,47424,false
prime,5,1,2967301147,^x{5}$,^x{5}$,9,300,1,0,273,600000,179,26643,false
four,5,26,7659837985,[f-o][M-p][d-r].[i-r],[f-o][M-p][d-r].[i-r],149,210,19,2,78206,300000,11394,44692,false
prime,5,1,5600405384,^xx$,^xx$,11,300,1,0,341,600000,217,25841,false
abba,5,26,7659837985,[^onta][tu],[^anot][tu],139,210,16,1,145915,400000,18856,47986,false
aman-aplan,5,17,2805026820,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,106061,400000,15547,51426,false
prime,5,2,1632819610,[^x],x,-4,300,0,0,124,600000,121,25853,false
four,5,27,2521100877,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,53678,300000,8332,41782,false
prime,5,3,1412034944,[^x],x,-4,300,0,0,127,600000,118,25582,false
abba,5,27,2521100877,[^aton][tu],[^anot][tu],139,210,16,1,31279,400000,4921,45752,false
four,5,28,8801535107,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,240570,300000,32990,40091,false
aman-aplan,5,18,4323456912,^[^pmny]*[no]*$,^[^mnpy]*[no]*$,145,190,16,0,246411,400000,36729,61143,false
prime,5,4,9724161943,^x?xx$,^x?xx$,24,300,2,0,700,600000,370,27852,false
abba,5,28,8801535107,[^aton][tu],[^anot][tu],139,210,16,1,35896,400000,5587,52231,false
four,5,29,9651599436,[no][^a][n-r],[no]a[n-r],137,210,16,1,179474,300000,21558,37535,false
prime,5,5,4037724866,[^x],x,-4,300,0,0,146,600000,125,25841,false
aman-aplan,5,19,8361101999,^.[a-o][^mn]*[^ye]$,^.[a-o][^mn]*[^ey]$,151,190,17,0,398315,400000,57406,57671,false
prime,5,6,8370032799,^xx$,^xx$,11,300,1,0,618,600000,371,26181,false
abba,5,29,9651599436,[^ntoa][tu],[^anot][tu],139,210,16,1,141776,400000,20290,47915,false
four,5,1,2967301147,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,289686,400000,35538,52961,false
prime,5,7,2767986875,^x?xx$,^x?xx$,24,300,2,0,628,600000,322,28418,false
aman-aplan,5,20,9935136846,^[^hup]*[b-o][^y]?$,^[^hpu]*[b-o]y?$,141,190,16,0,327955,400000,41563,52223,false
prime,5,8,3141506592,[^x],x,-4,300,0,0,146,600000,127,25788,false
four,5,1,5600405384,[M-s]{2}[i-o][l-r][b-o],[M-s]{2}[i-o][l-r][b-o],137,210,16,0,184627,400000,24919,52352,false
abba,5,1,2967301147,[^aton][tu],[^anot][tu],139,210,16,1,45883,500000,7423,59206,false
aman-aplan,5,21,5217407358,\b[^shl]+$,\b[^hls]+$,120,190,15,2,190462,400000,23126,50801,false
prime,5,9,3313543896,^x?xx\b,^x?xx\b,23,300,2,0,195,600000,158,26287,false
prime,5,10,8657690939,[^x],x,-4,300,0,0,75,600000,94,25442,false
four,5,2,1632819610,[no][d-r][n-r],[no][d-r][n-r],136,210,16,1,227226,400000,33115,51816,false
abba,5,1,5600405384,[^aton][tu],[^anot][tu],139,210,16,1,14039,500000,3130,60556,false
aman-aplan,5,22,5619256299,^[^fuphy]*$,^[^fhpuy]*$,139,190,16,1,345591,400000,46635,54620,false
prime,5,11,9696640194,^x?xx$,^x?xx$,24,300,2,0,109,600000,129,26241,false
four,5,3,1412034944,[^u][f-r][M-p][o-r],u[f-r][M-p][o-r],151,210,18,1,25499,400000,5070,49482,false
prime,5,12,6621545651,^x?xx$,^x?xx$,24,300,2,0,3914,600000,1077,26704,false
abba,5,2,1632819610,[^ntoa][tu],[^anot][tu],139,210,16,1,38142,500000,6060,59563,false
aman-aplan,5,23,4560422870,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,73593,400000,11134,50282,false
prime,5,13,2492462788,^xx?.$,^xx?.$,24,300,2,0,909,600000,478,26975,false
four,5,4,9724161943,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,148826,400000,20054,52880,false
aman-aplan,5,24,5236888092,^.[a-o][^mn]*[^ye]$,^.[a-o][^mn]*[^ey]$,151,190,17,0,190787,400000,24515,50187,false
prime,5,14,3404588599,^x?xx$,^x?xx$,24,300,2,0,180,600000,144,26342,false
abba,5,3,1412034944,[p-y].[d-l][^lrfs],[p-y].[d-l][^flrs],142,210,17,1,57790,500000,8862,60674,false
prime,5,15,2330977742,^x?xx$,^x?xx$,24,300,2,0,732,600000,354,26399,false
four,5,5,4037724866,l*[d-t][i-o][f-r][m-t],l*[d-t][i-o][f-r][m-t],138,210,16,0,28832,400000,5327,52634,false
aman-aplan,5,25,1337360711,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,86692,400000,13789,51287,false
prime,5,16,6361187489,[^x],x,-4,300,0,0,113,600000,114,25979,false
abba,5,4,9724161943,[^ntoa][tu],[^anot][tu],139,210,16,1,50241,500000,7861,66013,false
four,5,6,8370032799,.[M-s][i-o][M-n][o-t],.[M-s][i-o][M-n][o-t],149,210,17,0,345739,400000,45309,51011,false
prime,5,17,2805026820,^x?xx$,^x?xx$,24,300,2,0,88,600000,86,26943,false
aman-aplan,5,26,7659837985,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,22776,400000,3814,52633,false
prime,5,18,4323456912,^xx?x$,^xx?x$,24,300,2,0,1784,600000,697,26485,false
abba,5,5,4037724866,[^aton][tu],[^anot][tu],139,210,16,1,15485,500000,3047,56677,false
four,5,7,2767986875,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,93629,400000,12199,52129,false
aman-aplan,5,27,2521100877,[k-x][^r].$,[k-x]r.$,119,190,15,2,234459,400000,28474,48989,false
prime,5,19,8361101999,^xx$,^xx$,11,300,1,0,47,600000,77,26508,false
prime,5,20,9935136846,^x?.x$,^x?.x$,24,300,2,0,1204,600000,573,26379,false
abba,5,6,8370032799,[^aton][tu],[^anot][tu],139,210,16,1,69119,500000,10122,59438,false
four,5,8,3141506592,[f-o][M-p][no]*[n-r],[f-o][M-p][no]*[n-r],140,210,20,4,331791,400000,48374,58033,false
aman-aplan,5,28,8801535107,^[e-r]*.[a-l]*.[^sn].$,^[e-r]*.[a-l]*.[^ns].$,138,190,16,0,262794,400000,34141,53080,false
prime,5,21,5217407358,[^x],x,-4,300,0,0,175,600000,152,26397,false
prime,5,22,5619256299,[^x],x,-4,300,0,0,182,600000,155,25708,false
four,5,9,3313543896,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,60228,400000,8459,50360,false
abba,5,7,2767986875,^[^ocg]+[b-s]*[tu],^[^cgo]+[b-s]*[tu],152,210,18,1,65222,500000,9887,65586,false
aman-aplan,5,29,9651599436,[k-x][^r].$,[k-x]r.$,119,190,15,2,169291,400000,24623,56498,false
prime,5,23,4560422870,\W,\W,-2,300,0,0,262,600000,188,25974,false
prime,5,24,5236888092,^x?xx$,^x?xx$,24,300,2,0,109,600000,102,26304,false
four,5,10,8657690939,.[M-p][n-r].[j-r],.[M-p][n-r].[j-r],153,210,17,0,357472,400000,53808,60824,false
abba,5,8,3141506592,[^aton][tu],[^anot][tu],139,210,16,1,22412,500000,3602,62176,false
aman-aplan,5,1,2967301147,^[^npmy]*$,^[^mnpy]*$,140,190,15,0,284804,500000,37801,64856,false
prime,5,25,1337360711,[^x],x,-4,300,0,0,148,600000,149,25819,false
four,5,11,9696640194,[M-o]{2}[f-v].[f-o],[M-o]{2}[f-v].[f-o],151,210,20,3,145324,400000,24095,56962,false
prime,5,26,7659837985,^x?xx$,^x?xx$,24,300,2,0,572,600000,304,27465,false
abba,5,9,3313543896,[^aton][tu],[^anot][tu],139,210,16,1,49613,500000,8200,63050,false
aman-aplan,5,1,5600405384,^[^uphn]*[^y]\b,^[^hnpu]*y\b,125,190,14,0,273563,500000,36996,65693,false
prime,5,27,2521100877,^xx$,^xx$,11,300,1,0,0,600000,4,27036,false
four,5,12,6621545651,[W-n][f-o][^pt][o-t]u*,[W-n][f-o][^pt][o-t]u*,148,210,19,2,367502,400000,51770,56730,false
prime,5,28,8801535107,^xx$,^xx$,11,300,1,0,0,600000,11,26953,false
abba,5,10,8657690939,[^ntoa][tu],[^anot][tu],139,210,16,1,43258,500000,6740,66329,false
aman-aplan,5,2,1632819610,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,63827,500000,8495,65409,false
prime,5,29,9651599436,^x?xx$,^x?xx$,24,300,2,0,123,600000,102,26899,false
four,5,13,2492462788,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,282450,400000,38469,54901,false
abba,5,11,9696640194,[^aton][tu],[^anot][tu],139,210,16,1,12075,500000,2726,59095,false
glob,5,1,2967301147,[l-s][ef].[e-v].,[l-s][ef].[e-v].,244,420,16,3,24267,300000,4408,46125,false
aman-aplan,5,3,1412034944,^[^lsy]*$,^[^lsy]*$,121,190,15,2,382290,500000,47191,64351,false
four,5,14,3404588599,[M-p][m-t]c*[^u][j-p],[M-p][m-t]c*u[j-p],139,210,17,1,191789,400000,24485,51790,false
glob,5,1,5600405384,[^r][d-r][b-t][b-e].[ -s]v*,r[d-r][b-t][b-e].[ -s]v*,293,420,18,2,85504,300000,13637,44496,false
abba,5,12,6621545651,[d-t][bhu],[d-t][bhu],160,210,17,0,470431,500000,54420,58200,false
four,5,15,2330977742,[no][^a][n-r],[no]a[n-r],137,210,16,1,83456,400000,11502,49972,false
aman-aplan,5,4,9724161943,^[^pnmy]*$,^[^mnpy]*$,140,190,15,0,162602,500000,21143,63599,false
glob,5,2,1632819610,[b-w][^xl][d-r][b-t][b-e],[b-w][^lx][d-r][b-t][b-e],295,420,20,4,219221,300000,33347,45015,false
abba,5,13,2492462788,[^otan][tu],[^anot][tu],139,210,16,1,57694,500000,7655,60755,false
four,5,16,6361187489,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,63051,400000,9807,54221,false
glob,5,3,1412034944,[d-w][d-r][d-y][*-m][*-g],[d-w][d-r][d-y][*-m][*-g],295,420,20,4,219168,300000,31717,44136,false
aman-aplan,5,5,4037724866,[^rb][k-x]..$,[^br][k-x]..$,127,190,14,0,377481,500000,49586,65444,false
abba,5,14,3404588599,[b-t][tzhuv],[b-t][hz],148,210,21,5,100201,500000,15021,60344,false
four,5,17,2805026820,.[no].[n-r],.[no].[n-r],139,210,16,1,148563,400000,23572,55884,false
glob,5,4,9724161943,[b-e][n-t]+[*-y][ -t][e-r][ -o],[b-e][n-t]+[*-y][ -t][e-r][ -o],329,420,18,0,265291,300000,39392,43977,false
aman-aplan,5,6,8370032799,[a-l][^iua][k-t]*.[^y]$,[a-l][^aiu][k-t]*.y$,147,190,18,1,152512,500000,23283,75785,false
abba,5,15,2330977742,[f-t][bhu],[f-t][bhu],160,210,17,0,201498,500000,24901,56073,false
glob,5,5,4037724866,a*\B[h-t][k-r][b-n]{2},a*\B[h-t][k-r][b-n]{2},278,420,15,0,36363,300000,7562,53026,false
four,5,18,4323456912,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,77258,400000,11649,54130,false
aman-aplan,5,7,2767986875,[a-l][b-x].[^ney]$,[a-l][b-x].[^eny]$,122,190,16,2,482831,500000,60051,62190,false
abba,5,16,6361187489,[^onat][tu],[^anot][tu],139,210,16,1,220151,500000,26252,57136,false
glob,5,6,8370032799,[ -p]s*[b-e][n-r][ -t],[ -p]s*[b-e][n-r][ -t],278,420,16,1,220862,300000,40787,56075,false
four,5,19,8361101999,[M-o]..[d-v].[^n][^w]$,[M-o]..[d-v].nw$,188,210,21,0,249641,400000,38729,62775,false
glob,5,7,2767986875,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,242896,300000,34341,42847,false
aman-aplan,5,8,3141506592,^[h-t][a-o][^mh]*[g-t]$,^[h-t][a-o][^hm]*[g-t]$,127,190,15,0,215236,500000,28267,65245,false
abba,5,17,2805026820,[^ntoa][tu],[^anot][tu],139,210,16,1,158930,500000,19043,57115,false
four,5,20,9935136846,n*.[M-r][f-r][M-s][o-r],n*.[M-r][f-r][M-s][o-r],157,210,18,0,113829,400000,15818,53187,false
