Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Maximo_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
long-count,5,20,9935136846, $, $,-2,270,0,0,3,500000,52,36100,false
powers,5,5,4037724866,^.?x$,^.?x$,15,110,2,0,1027,300000,528,15886,false
balance,5,12,6621545651,..<.><.+>>$,..<.><.+>>$,259,310,27,0,397039,500000,85324,105245,false
powers,5,6,8370032799,^x?x$,^x?x$,15,110,2,0,543,300000,325,15246,false
long-count,5,21,5217407358, $, $,-2,270,0,0,536,500000,293,36073,false
powers,5,7,2767986875,^x?x$,^x?x$,15,110,2,0,133,300000,155,25430,false
powers,5,8,3141506592,^x?x$,^x?x$,15,110,2,0,305,300000,188,14725,false
long-count,5,22,5619256299,  ,  ,-2,270,0,0,565,500000,298,36915,false
triples,5,13,2492462788,([0-8][0-7]){2}[^267][012],([0-8][0-7]){2}[^267][012],334,630,17,5,321187,600000,52191,96496,false
powers,5,9,3313543896,^.?.$,^.?.$,15,110,2,0,1248,300000,605,15930,false
powers,5,10,8657690939,^x?x$,^x?x$,15,110,2,0,551,300000,279,15513,false
long-count,5,23,4560422870,  ,  ,-2,270,0,0,138,500000,108,36393,false
balance,5,13,2492462788,..<.><.*>>$,..<.><.*>>$,259,310,27,0,13869,500000,3633,102901,false
powers,5,11,9696640194,^x?x$,^x?x$,15,110,2,0,479,300000,299,18382,false
powers,5,12,6621545651,^xx?$,^xx?$,15,110,2,0,2517,300000,10344,25509,false
long-count,5,24,5236888092,^$,^$,-2,270,0,0,1232,500000,605,34291,false
powers,5,13,2492462788,^x?x$,^x?x$,15,110,2,0,68,300000,85,15423,false
triples,5,14,3404588599,.[0-3][1-9]+[475][3-8],.[0-3][1-9]+[457][3-8],338,630,13,1,167660,600000,24728,87855,false
powers,5,14,3404588599,^x?x$,^x?x$,15,110,2,0,259,300000,219,16081,false
long-count,5,25,1337360711,^ ,^ ,-2,270,0,0,505,500000,362,35416,false
powers,5,15,2330977742,^x?x$,^x?x$,15,110,2,0,305,300000,196,15339,false
balance,5,14,3404588599,<.*<.><.*><?>$,<.*<.><.*><?>$,266,310,28,0,432854,500000,78179,90673,false
powers,5,16,6361187489,^x?x$,^x?x$,15,110,2,0,207,300000,183,14708,false
long-count,5,26,7659837985, $, $,-2,270,0,0,608,500000,347,32093,false
powers,5,17,2805026820,^x?x$,^x?x$,15,110,2,0,89,300000,83,15776,false
powers,5,18,4323456912,^x?x$,^x?x$,15,110,2,0,1087,300000,592,15834,false
triples,5,15,2330977742,^8*[0-4]*.[0-6][2-8]*[567],^8*[0-4]*.[0-6][2-8]*[567],364,630,16,3,69009,600000,10876,86659,false
long-count,5,27,2521100877, $, $,-2,270,0,0,137,500000,109,35983,false
powers,5,19,8361101999,^xx?$,^xx?$,15,110,2,0,560,300000,295,14415,false
powers,5,20,9935136846,^x?x$,^x?x$,15,110,2,0,133,300000,138,15354,false
powers,5,21,5217407358,^x?x$,^x?x$,15,110,2,0,1359,300000,592,15620,false
long-count,5,28,8801535107, $, $,-2,270,0,0,137,500000,115,35843,false
balance,5,15,2330977742,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,66978,500000,13055,97429,false
powers,5,22,5619256299,^x?x$,^x?x$,15,110,2,0,436,300000,305,16880,false
powers,5,23,4560422870,^x?x$,^x?x$,15,110,2,0,2066,300000,842,15912,false
long-count,5,29,9651599436, $, $,-2,270,0,0,474,500000,323,37651,false
triples,5,16,6361187489,^[0-6]*[89]?..[0-7][2-7],^[0-6]*[89]?..[0-7][2-7],336,630,19,7,566000,600000,83604,89203,false
powers,5,24,5236888092,^x$,^x$,7,110,1,0,633,300000,325,15075,false
powers,5,25,1337360711,^x?x$,^x?x$,15,110,2,0,311,300000,210,16542,false
balance,5,16,6361187489,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,74702,500000,12132,76621,false
long-count,5,1,2967301147,^ ,^ ,-2,270,0,0,1116,600000,541,41835,false
powers,5,26,7659837985,^x?.$,^x?.$,15,110,2,0,884,300000,435,18928,false
powers,5,27,2521100877,^x?x$,^x?x$,15,110,2,0,84,300000,111,15892,false
powers,5,28,8801535107,^x?x$,^x?x$,15,110,2,0,82,300000,85,14448,false
triples,5,17,2805026820,1*[3-9][0-3].*[1-5][789][^3],1*[3-9][0-3].*[1-5][789]3,362,630,13,0,205746,600000,31798,88399,false
long-count,5,1,5600405384,  ,  ,-2,270,0,0,273,600000,199,43307,false
powers,5,29,9651599436,^x?x$,^x?x$,15,110,2,0,727,300000,377,16028,false
powers,5,1,2967301147,^x?x$,^x?x$,15,110,2,0,739,400000,459,19564,false
balance,5,17,2805026820,<<>..>+<..+>$,<<>..>+<..+>$,257,310,28,1,227250,500000,37532,83597,false
long-count,5,2,1632819610,^$,^$,-2,270,0,0,598,600000,342,43368,false
powers,5,1,5600405384,^x?x$,^x?x$,15,110,2,0,190,400000,148,20717,false
powers,5,2,1632819610,^.?x$,^.?x$,15,110,2,0,345,400000,242,18721,false
triples,5,18,4323456912,^8*.[^3][0-7][2-7],^8*.3[0-7][2-7],342,630,12,0,150249,600000,22542,81541,false
long-count,5,3,1412034944,^$,^$,-2,270,0,0,670,600000,382,42137,false
powers,5,3,1412034944,^x?x$,^x?x$,15,110,2,0,410,400000,265,20362,false
powers,5,4,9724161943,^x?x$,^x?x$,15,110,2,0,328,400000,232,21618,false
balance,5,18,4323456912,..<.><.+>>$,..<.><.+>>$,259,310,27,0,397438,500000,67928,90473,false
powers,5,5,4037724866,^.?x$,^.?x$,15,110,2,0,1027,400000,510,19330,false
long-count,5,4,9724161943,^ ,^ ,-2,270,0,0,347,600000,324,43904,false
powers,5,6,8370032799,^x?x$,^x?x$,15,110,2,0,543,400000,316,20279,false
triples,5,19,8361101999,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,109906,600000,18577,87843,false
long-count,5,5,4037724866,^ ,^ ,-2,270,0,0,493,600000,298,42171,false
powers,5,7,2767986875,^x?x$,^x?x$,15,110,2,0,133,400000,102,28421,false
powers,5,8,3141506592,^x?x$,^x?x$,15,110,2,0,305,400000,214,19440,false
balance,5,19,8361101999,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,187530,500000,38185,96297,false
powers,5,9,3313543896,^.?.$,^.?.$,15,110,2,0,1248,400000,639,19011,false
long-count,5,6,8370032799,^$,^$,-2,270,0,0,562,600000,302,44045,false
triples,5,20,9935136846,^3?..[2-7]{2},^3?..[2-7]{2},317,630,11,0,590759,600000,79887,81059,false
powers,5,10,8657690939,^x?x$,^x?x$,15,110,2,0,551,400000,296,20461,false
powers,5,11,9696640194,^x?x$,^x?x$,15,110,2,0,479,400000,291,21185,false
long-count,5,7,2767986875, $, $,-2,270,0,0,1,600000,58,42695,false
powers,5,12,6621545651,^xx?$,^xx?$,15,110,2,0,2517,400000,11146,30313,false
long-count,5,8,3141506592,  ,  ,-2,270,0,0,507,600000,257,41528,false
balance,5,20,9935136846,<.*<.><.+><?>$,<.*<.><.+><?>$,266,310,28,0,473943,500000,90980,98712,false
powers,5,13,2492462788,^x?x$,^x?x$,15,110,2,0,68,400000,90,19325,false
triples,5,21,5217407358,^[0-6]*[^5].[0-7][0-7][2-9],^[0-6]*5.[0-7]{2}[2-9],333,630,18,6,297467,600000,42297,85650,false
powers,5,14,3404588599,^x?x$,^x?x$,15,110,2,0,259,400000,208,20574,false
long-count,5,9,3313543896,^ ,^ ,-2,270,0,0,275,600000,204,43592,false
powers,5,15,2330977742,^x?x$,^x?x$,15,110,2,0,305,400000,181,20103,false
powers,5,16,6361187489,^x?x$,^x?x$,15,110,2,0,207,400000,175,19116,false
long-count,5,10,8657690939,^ ,^ ,-2,270,0,0,790,600000,410,37404,false
powers,5,17,2805026820,^x?x$,^x?x$,15,110,2,0,89,400000,89,19895,false
balance,5,21,5217407358,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,7390,500000,2477,91285,false
triples,5,22,5619256299,^[0-4]*.[0-6][2-8]*[567],^[0-4]*.[0-6][2-8]*[567],336,630,15,3,474521,600000,69265,86499,false
powers,5,18,4323456912,^x?x$,^x?x$,15,110,2,0,1087,400000,560,20153,false
powers,5,19,8361101999,^xx?$,^xx?$,15,110,2,0,560,400000,323,18506,false
long-count,5,11,9696640194,  ,  ,-2,270,0,0,809,600000,404,43615,false
powers,5,20,9935136846,^x?x$,^x?x$,15,110,2,0,133,400000,129,20009,false
powers,5,21,5217407358,^x?x$,^x?x$,15,110,2,0,1359,400000,589,20208,false
long-count,5,12,6621545651,^$,^$,-2,270,0,0,2,600000,61,41367,false
triples,5,23,4560422870,^[0-4]*[^5][0-6][0-8][2-7],^[0-4]*5[0-6][0-8][2-7],334,630,16,4,229224,600000,33283,83662,false
powers,5,22,5619256299,^x?x$,^x?x$,15,110,2,0,436,400000,278,20906,false
balance,5,22,5619256299,<.*<.><.+>.?>$,<.*<.><.+>.?>$,266,310,28,0,11955,500000,4055,104250,false
powers,5,23,4560422870,^x?x$,^x?x$,15,110,2,0,2066,400000,854,21097,false
long-count,5,13,2492462788, $, $,-2,270,0,0,112,600000,106,43477,false
powers,5,24,5236888092,^x$,^x$,7,110,1,0,633,400000,462,18864,false
powers,5,25,1337360711,^x?x$,^x?x$,15,110,2,0,311,400000,214,20976,false
long-count,5,14,3404588599, $, $,-2,270,0,0,217,600000,158,40960,false
triples,5,24,5236888092,[0-5]7*[2-5][1-8].[0-7].,[0-5]7*[2-5][1-8].[0-7].,336,630,13,1,538079,600000,79794,88217,false
powers,5,26,7659837985,^x?.$,^x?.$,15,110,2,0,884,400000,439,23042,false
balance,5,23,4560422870,..<.><.+>>$,..<.><.+>>$,259,310,27,0,429431,500000,80907,93567,false
powers,5,27,2521100877,^x?x$,^x?x$,15,110,2,0,84,400000,86,19708,false
long-count,5,15,2330977742,^$,^$,-2,270,0,0,1789,600000,775,42329,false
powers,5,28,8801535107,^x?x$,^x?x$,15,110,2,0,82,400000,91,19573,false
powers,5,29,9651599436,^x?x$,^x?x$,15,110,2,0,727,400000,388,18905,false
long-count,5,16,6361187489,^$,^$,-2,270,0,0,549,600000,359,43450,false
triples,5,25,1337360711,[1-5]{2}[728][3-8],[1-5]{2}[278][3-8],312,630,11,0,339415,600000,53998,89495,false
powers,5,1,2967301147,^x?x$,^x?x$,15,110,2,0,739,500000,431,24979,false
balance,5,24,5236888092,..<.><.*>>$,..<.><.*>>$,259,310,27,0,326573,500000,59483,93928,false
powers,5,1,5600405384,^x?x$,^x?x$,15,110,2,0,190,500000,127,24407,false
long-count,5,17,2805026820, $, $,-2,270,0,0,273,600000,168,43239,false
powers,5,2,1632819610,^.?x$,^.?x$,15,110,2,0,345,500000,233,23880,false
triples,5,26,7659837985,[0-7][2-6][1-7][^16]..,[0-7][2-6][1-7][^16]..,338,630,13,1,597440,600000,85818,86188,false
powers,5,3,1412034944,^x?x$,^x?x$,15,110,2,0,410,500000,235,24565,false
long-count,5,18,4323456912, $, $,-2,270,0,0,2202,600000,793,42700,false
powers,5,4,9724161943,^x?x$,^x?x$,15,110,2,0,328,500000,226,25258,false
balance,5,25,1337360711,<<.[^<]...<+.>.*>$,<<.<...<+.>.*>$,262,310,28,0,136753,500000,25013,93806,false
long-count,5,19,8361101999, $, $,-2,270,0,0,5,600000,49,39219,false
powers,5,5,4037724866,^.?x$,^.?x$,15,110,2,0,1027,500000,586,23067,false
powers,5,6,8370032799,^x?x$,^x?x$,15,110,2,0,543,500000,329,24172,false
triples,5,27,2521100877,^[0-4]*.[0-6]8*[2-7],^[0-4]*.[0-6]8*[2-7],340,630,17,5,189538,600000,26707,85821,false
long-count,5,20,9935136846, $, $,-2,270,0,0,3,600000,53,42860,false
powers,5,7,2767986875,^x?x$,^x?x$,15,110,2,0,133,500000,132,32059,false
balance,5,26,7659837985,..<.><.*>.?>$,..<.><.*>.?>$,267,310,28,0,318412,500000,56925,89728,false
long-count,5,21,5217407358, $, $,-2,270,0,0,536,600000,338,42424,false
powers,5,8,3141506592,^x?x$,^x?x$,15,110,2,0,305,500000,226,24014,false
powers,5,9,3313543896,^.?.$,^.?.$,15,110,2,0,1248,500000,531,22580,false
triples,5,28,8801535107,.[1-6][2-8][3-9].*[456],.[1-6][2-8][3-9].*[456],367,630,15,2,578225,600000,86088,89720,false
long-count,5,22,5619256299,  ,  ,-2,270,0,0,565,600000,303,41018,false
powers,5,10,8657690939,^x?x$,^x?x$,15,110,2,0,551,500000,293,24640,false
balance,5,27,2521100877,..<.><.*>>$,..<.><.*>>$,259,310,27,0,235492,500000,40223,85400,false
powers,5,11,9696640194,^x?x$,^x?x$,15,110,2,0,479,500000,299,25705,false
long-count,5,23,4560422870,  ,  ,-2,270,0,0,138,600000,123,43344,false
powers,5,12,6621545651,^xx?$,^xx?$,15,110,2,0,2517,500000,10558,34146,false
triples,5,29,9651599436,^[^5].0*[0-7][2-7],^5.0*[0-7][2-7],342,630,14,2,72648,600000,12166,88874,false
long-count,5,24,5236888092,^$,^$,-2,270,0,0,1232,600000,588,40416,false
powers,5,13,2492462788,^x?x$,^x?x$,15,110,2,0,68,500000,78,20922,false
balance,5,28,8801535107,<<.>.>?..<.>.*>$,<<.>.>?..<.>.*>$,264,310,28,0,420846,500000,71674,82326,false
powers,5,14,3404588599,^x?x$,^x?x$,15,110,2,0,259,500000,137,20295,false
long-count,5,25,1337360711,^ ,^ ,-2,270,0,0,505,600000,253,33386,false
powers,5,15,2330977742,^x?x$,^x?x$,15,110,2,0,305,500000,155,19170,false
powers,5,16,6361187489,^x?x$,^x?x$,15,110,2,0,207,500000,152,17845,false
long-count,5,26,7659837985, $, $,-2,270,0,0,608,600000,260,31795,false
powers,5,17,2805026820,^x?x$,^x?x$,15,110,2,0,89,500000,65,18867,false
balance,5,29,9651599436,..<.><.+>>$,..<.><.+>>$,259,310,27,0,413982,500000,57664,69163,false
powers,5,18,4323456912,^x?x$,^x?x$,15,110,2,0,1087,500000,405,18491,false
long-count,5,27,2521100877, $, $,-2,270,0,0,137,600000,96,33248,false
powers,5,19,8361101999,^xx?$,^xx?$,15,110,2,0,560,500000,261,17976,false
long-count,5,28,8801535107, $, $,-2,270,0,0,137,600000,92,32640,false
powers,5,20,9935136846,^x?x$,^x?x$,15,110,2,0,133,500000,88,18757,false
powers,5,21,5217407358,^x?x$,^x?x$,15,110,2,0,1359,500000,411,18883,false
long-count,5,29,9651599436, $, $,-2,270,0,0,474,600000,241,33383,false
balance,5,1,2967301147,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,245077,600000,34264,89160,false
powers,5,22,5619256299,^x?x$,^x?x$,15,110,2,0,436,500000,208,18430,false
powers,5,23,4560422870,^x?x$,^x?x$,15,110,2,0,2066,500000,511,13110,false
powers,5,24,5236888092,^x$,^x$,7,110,1,0,633,500000,183,11598,false
powers,5,25,1337360711,^x?x$,^x?x$,15,110,2,0,311,500000,124,13614,false
powers,5,26,7659837985,^x?.$,^x?.$,15,110,2,0,884,500000,231,13508,false
balance,5,1,5600405384,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,15384,600000,2213,67101,false
powers,5,27,2521100877,^x?x$,^x?x$,15,110,2,0,84,500000,52,13623,false
powers,5,28,8801535107,^x?x$,^x?x$,15,110,2,0,82,500000,53,11923,false
powers,5,29,9651599436,^x?x$,^x?x$,15,110,2,0,727,500000,202,13132,false
powers,5,1,2967301147,^x?x$,^x?x$,15,110,2,0,739,600000,251,15041,false
powers,5,1,5600405384,^x?x$,^x?x$,15,110,2,0,190,600000,75,15160,false
balance,5,2,1632819610,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,276821,600000,26135,65196,false
powers,5,2,1632819610,^.?x$,^.?x$,15,110,2,0,345,600000,126,14958,false
powers,5,3,1412034944,^x?x$,^x?x$,15,110,2,0,410,600000,155,16104,false
powers,5,4,9724161943,^x?x$,^x?x$,15,110,2,0,328,600000,127,15793,false
powers,5,5,4037724866,^.?x$,^.?x$,15,110,2,0,1027,600000,279,13435,false
balance,5,3,1412034944,..<.><.*><?>$,..<.><.*><?>$,267,310,28,0,323545,600000,37811,70396,false
powers,5,6,8370032799,^x?x$,^x?x$,15,110,2,0,543,600000,165,15845,false
powers,5,7,2767986875,^x?x$,^x?x$,15,110,2,0,133,600000,61,17626,false
powers,5,8,3141506592,^x?x$,^x?x$,15,110,2,0,305,600000,108,15604,false
powers,5,9,3313543896,^.?.$,^.?.$,15,110,2,0,1248,600000,311,14561,false
balance,5,4,9724161943,..<.><.+>>$,..<.><.+>>$,259,310,27,0,156159,600000,20452,64364,false
powers,5,10,8657690939,^x?x$,^x?x$,15,110,2,0,551,600000,168,15553,false
powers,5,11,9696640194,^x?x$,^x?x$,15,110,2,0,479,600000,156,14926,false
powers,5,12,6621545651,^xx?$,^xx?$,15,110,2,0,2517,600000,5510,20859,false
balance,5,5,4037724866,<.+<.><.+>>$,<.+<.><.+>>$,258,310,27,0,12636,600000,1962,61410,false
powers,5,13,2492462788,^x?x$,^x?x$,15,110,2,0,68,600000,46,15210,false
powers,5,14,3404588599,^x?x$,^x?x$,15,110,2,0,259,600000,111,15204,false
powers,5,15,2330977742,^x?x$,^x?x$,15,110,2,0,305,600000,111,16130,false
powers,5,16,6361187489,^x?x$,^x?x$,15,110,2,0,207,600000,103,14682,false
balance,5,6,8370032799,..<+.><.+><?>$,..<+.><.+><?>$,266,310,28,0,279616,600000,26606,61375,false
powers,5,17,2805026820,^x?x$,^x?x$,15,110,2,0,89,600000,58,15835,false
powers,5,18,4323456912,^x?x$,^x?x$,15,110,2,0,1087,600000,297,15837,false
powers,5,19,8361101999,^xx?$,^xx?$,15,110,2,0,560,600000,179,14302,false
powers,5,20,9935136846,^x?x$,^x?x$,15,110,2,0,133,600000,65,15123,false
balance,5,7,2767986875,<<>..>+<.+.>$,<<>..>+<.+.>$,257,310,28,1,593989,600000,65336,66066,false
powers,5,21,5217407358,^x?x$,^x?x$,15,110,2,0,1359,600000,343,16171,false
powers,5,22,5619256299,^x?x$,^x?x$,15,110,2,0,436,600000,160,15547,false
powers,5,23,4560422870,^x?x$,^x?x$,15,110,2,0,2066,600000,471,15534,false
powers,5,24,5236888092,^x$,^x$,7,110,1,0,633,600000,197,14131,false
powers,5,25,1337360711,^x?x$,^x?x$,15,110,2,0,311,600000,118,16755,false
balance,5,8,3141506592,..<.><.*>>$,..<.><.*>>$,259,310,27,0,196831,600000,26812,78063,false
powers,5,26,7659837985,^x?.$,^x?.$,15,110,2,0,884,600000,278,15994,false
powers,5,27,2521100877,^x?x$,^x?x$,15,110,2,0,84,600000,50,14928,false
powers,5,28,8801535107,^x?x$,^x?x$,15,110,2,0,82,600000,48,14443,false
powers,5,29,9651599436,^x?x$,^x?x$,15,110,2,0,727,600000,234,15178,false
balance,5,9,3313543896,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,277854,600000,29629,60552,false
balance,5,10,8657690939,<<>..>..+>>$,<<>..>..+>>$,258,310,27,0,340265,600000,31599,55307,false
balance,5,11,9696640194,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,256274,600000,20810,59970,false
balance,5,12,6621545651,..<.><.+>>$,..<.><.+>>$,259,310,27,0,397039,600000,43111,65058,false
balance,5,13,2492462788,..<.><.*>>$,..<.><.*>>$,259,310,27,0,13869,600000,1907,60993,false
balance,5,14,3404588599,<.*<.><.*><?>$,<.*<.><.*><?>$,266,310,28,0,432854,600000,39482,56217,false
balance,5,15,2330977742,..<.><.+>>$,..<.><.+>>$,259,310,27,0,531763,600000,51557,57647,false
balance,5,16,6361187489,..<.><.*>>$,..<.><.*>>$,259,310,27,0,596003,600000,46617,47039,false
balance,5,17,2805026820,<<>..>+<..+>$,<<>..>+<..+>$,257,310,28,1,227250,600000,18710,50589,false
balance,5,18,4323456912,..<.><.+>>$,..<.><.+>>$,259,310,27,0,397438,600000,33297,52555,false
balance,5,19,8361101999,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,187530,600000,19235,58543,false
balance,5,20,9935136846,<.*<.><.+><?>$,<.*<.><.+><?>$,266,310,28,0,473943,600000,45401,58189,false
balance,5,21,5217407358,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,7390,600000,1154,55071,false
balance,5,22,5619256299,<.*<.><.+>.?>$,<.*<.><.+>.?>$,266,310,28,0,11955,600000,1998,61140,false
balance,5,23,4560422870,..<.><.+>>$,..<.><.+>>$,259,310,27,0,429431,600000,41144,59119,false
balance,5,24,5236888092,..<.><.*>>$,..<.><.*>>$,259,310,27,0,326573,600000,31475,57779,false
balance,5,25,1337360711,<<.[^<]...<+.>.*>$,<<.<...<+.>.*>$,262,310,28,0,136753,600000,12172,55254,false
balance,5,26,7659837985,..<.><.*>.?>$,..<.><.*>.?>$,267,310,28,0,318412,600000,28731,56160,false
balance,5,27,2521100877,..<.><.*>>$,..<.><.*>>$,259,310,27,0,235492,600000,21054,53365,false
balance,5,28,8801535107,<<.>.>?..<.>.*>$,<<.>.>?..<.>.*>$,264,310,28,0,420846,600000,38835,54810,false
balance,5,29,9651599436,..<.><.+>>$,..<.><.+>>$,259,310,27,0,413982,600000,36578,53520,false
alphabetical,5,1,2967301147,[e-s]t.[rs]* ..+n[n-t],[e-s]t.[rs]* ..+n[n-t],218,340,12,0,94877,300000,8040,16638,false
alphabetical,5,1,5600405384,s[st].*nt.,s[st].*nt.,190,340,14,4,133005,300000,11044,15983,false
alphabetical,5,2,1632819610,t[^a][ -r]a*e.*[ -a][n-r],ta[ -r]a*e.*[ -a][n-r],195,340,15,4,78476,300000,7784,13559,false
alphabetical,5,3,1412034944,[ -n][e-r] .*n[ -e].,[ -n][e-r] .*n[ -e].,200,340,15,4,64133,300000,5974,11952,false
alphabetical,5,4,9724161943,te.[ -n].*[n-r]t,te.[ -n].*[n-r]t,224,340,14,2,40448,300000,3626,12878,false
alphabetical,5,5,4037724866,[^r ] *.nt,[^ r] *.nt,170,340,12,3,6632,300000,1089,10241,false
alphabetical,5,6,8370032799,^a.*[n-r]t[ -e][e-t].,^a.*[n-r]t[ -e][e-t].,219,340,14,2,56144,300000,4462,13925,false
alphabetical,5,7,2767986875,t.?r..[ -r]t*[e-n],t.?r..[ -r]t*[e-n],222,340,16,4,282224,300000,24079,25554,false
alphabetical,5,8,3141506592,r*[st].r*[e-n]*[st].[rs].,r*[st].r*[e-n]*[st].[rs].,215,340,15,3,56086,300000,5289,12831,false
alphabetical,5,9,3313543896,[e-r][^ra].[e-s].[ -a][st],[e-r][^ar].[e-s].[ -a][st],234,340,17,4,70332,300000,6441,14020,false
alphabetical,5,10,8657690939,[st] [e-t]*[st][e-r][e-s][^a],[st] [e-t]*[st][e-r][e-s]a,251,340,15,1,57868,300000,5210,24290,false
alphabetical,5,11,9696640194,[n-s][st].. ?e.+n,[n-s][st].. ?e.+n,223,340,16,4,191513,300000,14897,16835,false
alphabetical,5,12,6621545651,^a.*[n-r]t[ -e][e-t].,^a.*[n-r]t[ -e][e-t].,219,340,14,2,23823,300000,2331,21770,false
alphabetical,5,13,2492462788,s[st].*nt.,s[st].*nt.,190,340,14,4,75232,300000,6307,17359,false
alphabetical,5,14,3404588599,t.[^ae][n-r]*...n,t.[^ae][n-r]*...n,243,340,16,3,44772,300000,4414,24246,false
alphabetical,5,15,2330977742,[st].[n-r].*[e-r][^r][ -n]n,[st].[n-r].*[e-r]r[ -n]n,213,340,13,1,109669,300000,8735,13662,false
alphabetical,5,16,6361187489,te[a-n],te[a-n],133,340,10,3,1286,300000,292,6754,false
alphabetical,5,17,2805026820,[st][^es][ -r]+t[e-r].[ -s],[st][^es][ -r]+t[e-r].[ -s],253,340,15,1,110534,300000,8858,15143,false
alphabetical,5,18,4323456912,[n-r][st].?[n-t]r*,[n-r][st].?[n-t]r*,142,340,16,8,4257,300000,764,6869,false
alphabetical,5,19,8361101999,[st]e[ -r][ -r]*..[^a]n,[st]e[ -r]{2}*..an,257,340,16,2,101478,300000,9817,20589,false
alphabetical,5,20,9935136846,t .[e-n][st].[e-s],t .[e-n][st].[e-s],202,340,12,1,94296,300000,7027,13824,false
alphabetical,5,21,5217407358,[st].r..e.[^er],[st].r..e.[^er],165,340,14,5,34299,300000,3290,8736,false
alphabetical,5,22,5619256299,.[rs]e[a-n][e-t].*n\B,.[rs]e[a-n][e-t].*n\B,179,340,16,6,10085,300000,1434,8721,false
alphabetical,5,23,4560422870,[n-r].[a-r][e-t].?t[a-e],[n-r].[a-r][e-t].?t[a-e],176,340,14,4,43176,300000,4010,10107,false
alphabetical,5,24,5236888092,[e-r][st][ -r]+[st]e,[e-r][st][ -r]+[st]e,180,340,14,4,76556,300000,6230,10953,false
alphabetical,5,25,1337360711,[^e][n-r]. ?[st].[n-t][e-t],e[n-r]. ?[st].[n-t][e-t],213,340,14,2,77277,300000,7004,13029,false
alphabetical,5,26,7659837985,t *\w*[n-r]..[^s]e,t *\w*[n-r]..se,222,340,13,1,208036,300000,20208,28068,false
alphabetical,5,27,2521100877,[n-s]\w.[e-t]?.e.t,[n-s]\w.[e-t]?.e.t,202,340,15,4,21044,300000,1894,7799,false
alphabetical,5,28,8801535107,^a.*[n-r].n[n-t],^a.*[n-r].n[n-t],184,340,12,2,17451,300000,1744,9292,false
alphabetical,5,29,9651599436,s.*e.?[^ts]...n,s.*e.?[^st]...n,245,340,16,3,14101,300000,1688,15082,false
alphabetical,5,1,2967301147,[e-s]t.[rs]* ..+n[n-t],[e-s]t.[rs]* ..+n[n-t],218,340,12,0,94877,400000,7862,18567,false
alphabetical,5,1,5600405384,s[st].*nt.,s[st].*nt.,190,340,14,4,133005,400000,10875,17445,false
alphabetical,5,2,1632819610,t[^a][ -r]a*e.*[ -a][n-r],ta[ -r]a*e.*[ -a][n-r],195,340,15,4,78476,400000,7713,15275,false
alphabetical,5,3,1412034944,[ -n][e-r] .*n[ -e].,[ -n][e-r] .*n[ -e].,200,340,15,4,64133,400000,5730,13384,false
alphabetical,5,4,9724161943,te.[ -n].*[n-r]t,te.[ -n].*[n-r]t,224,340,14,2,40448,400000,3616,15145,false
alphabetical,5,5,4037724866,[^r ] *.nt,[^ r] *.nt,170,340,12,3,6632,400000,1030,12072,false
alphabetical,5,6,8370032799,^a.*[n-r]t[ -e][e-t].,^a.*[n-r]t[ -e][e-t].,219,340,14,2,56144,400000,4446,15771,false
alphabetical,5,7,2767986875,t.?r..[ -r]t*[e-n],t.?r..[ -r]t*[e-n],222,340,16,4,282224,400000,24428,32733,false
alphabetical,5,8,3141506592,r*[st].r*[e-n]*[st].[rs].,r*[st].r*[e-n]*[st].[rs].,215,340,15,3,56086,400000,5355,14788,false
alphabetical,5,9,3313543896,[e-r][^ra].[e-s].[ -a][st],[e-r][^ar].[e-s].[ -a][st],234,340,17,4,70332,400000,6340,15682,false
alphabetical,5,10,8657690939,[st] [e-t]*[st][e-r][e-s][^a],[st] [e-t]*[st][e-r][e-s]a,251,340,15,1,57868,400000,5242,31540,false
alphabetical,5,11,9696640194,[n-s][st].. ?e.+n,[n-s][st].. ?e.+n,223,340,16,4,191513,400000,15217,18951,false
alphabetical,5,12,6621545651,^a.*[n-r]t[ -e][e-t].,^a.*[n-r]t[ -e][e-t].,219,340,14,2,23823,400000,2309,27961,false
alphabetical,5,13,2492462788,s[st].*nt.,s[st].*nt.,190,340,14,4,75232,400000,6430,18787,false
alphabetical,5,14,3404588599,t.[^ae][n-r]*...n,t.[^ae][n-r]*...n,243,340,16,3,44772,400000,4539,30796,false
